cluster_id,text,post_id,num_posts
post_cluster_10,What's made you happy today?,"['9cwx05', '8pxnl8', 'a9j87x', 'ibhj29', 'a5906l', '9kwrmz', '8fhb8n', 'fxu2tw', 'ck5t2a', 'fd73ob', 'f92mj0', 'haqbq8', '6tezbr', '6h4eb7', '6t2jxj', 'j7lfq6', 'htqx1r', 'atz1er', 'n0ykn3', 'gxdixp', '7vhjsi', 'cor1m9', 'befn3q', '9r7930', '87lkxq', 'fwpa7y', 'aoyk0a', '7i5z68', 'h9sjb4', '7405if', '8jkkpq', 'gtrngk', '9p6uob', '9a3swf', '71q6um', 'eob9ra', 'qdhpam', '9n1fcv', '8abidv', 'f8uvgp', 'c4oaq6', '8htvqo', '8gkuqu', '8ugjiw', 'cdr0ef', 'bwdv2u', '6xc9d7', 'pm3rvr', '7jqwor', '9euvg3', 'bncyew', 'iifw4y', 'e7thvw', 'gk6zcw', '98o35w', 'dxeuxj', 'pgrj2r', 'fi61bf', 'a0kx9j', 'jxe7oe', '7zzwlo', 'ezxlla', '5xkgnj', '9hkdjz', '7wba06', 'asjp5j', '8bv512', '6fb8wu', '79ra8z', '7yhzlz', 'g36b7p', 'aqmg4e', 'ar5raf', 'avlq5o', 'a6bm5v']",75
post_cluster_11,Can't sleep,"['8qgkvd', '6r2cx3', '7b32yq', '73466g', '6706xu', 'fvrpty', '5y6bkv', '9saest', '6piggk', '7l8qsj', 'hadztb', 'dacg17', 'omom8g', '6fal6j', '76wmh6', 'fvtimb', '7jqghj', '7clwzg', 'e810u6', '8k2ylc', '87pzbz', '9uxwom', 'ckkcn4', '6g6hds', '5zxi2d', 'mza58l', 'h0m1ba', '73dnw8', 'hvrl4y', '8cegq1', '98p6j6', 'ngf03t', '94zxgs', 'ka6gj1', '85p463', '8d2tz4', '784zvf', '70su50', 'off9gy', '78rewa', 'a3l88q', '77yubg', 'agviey', '5mvtd4', '5ogljb', 'c40q7k', 'hne5im', 'gd73ry', 'bas8ed', 'f76vm0', '5qudy2', '7wc6x4', 'i0humi', 'jild17', '9u0o93', '8rwuek', '94eajr', '6tdofi', '5rd0tx', '5pnmi9', 'c630gw', '6hd641', 'ot3rn1', 'bs1zh9', 'dmv8xp', '5o4taz', '9g8o4u', 'f53ac2', 'el82yf', '8z6bnn', '6q28ma', 'bs0til', 'c9np66', 'ncr3ed']",74
post_cluster_12,I quit my job today.,"['f0qm11', 'cleitd', 'bgj35c', '8p4xru', 'iyvp8v', 'isa309', 'oum552', '9ropy8', 'ejmwzf', '9oq88x', 'q10ivh', '91jrxf', 'ox8et6', 'hrca82', '9p7o8k', 'hl1psf', 'hkp5l1', 'cf2om1', '7v1o9y', 'fufsg1', '5t70h9', 'f1ohv3', '5vchd6', 'hg93t1', 'ohsho0', 'aye4nw', 'f8t6zv', '8t7xgd', 'e1jyec', '6j1oxt', '6g91w6', 'cs50zg', 'jf60vo', '6fnkee', 'a7mosi', '7viasf', 'c2p9sx', 'agufd3', 'b17a2q', 'ffrg8o', 'jjteez', 'fciffm', 'jl7hoj', 'mtm0aq', '7veikz', 'bisuh5', 'ct8r2s', 'l7fmdz', '99vaab', 'gbxxna', 'omdecy', 'f8yfip', 'j9suhw', 'gsi3u6', 'hit:3891_conv:7783_uttr:1', 'apzh2q', '5osbge', '93e790', 'caaf8p', 'bxffj3', '75x1mj', '8lf427', 'l2sqnh', 'j23u1y', 'oaasfl', '72bevn', 'e0iflt', '80tbgv', 'o8l0e5', 'nmc8f4', '7s58qt', 'aqqulo', 'dnlwe8', '7zy0i7']",74
post_cluster_13,Just graduated high school!,"['6eo6b9', '6dkx7r', '6dwqot', 'cyr1tj', 'gphasf', 'ike99f', '8osafb', '6iw4xp', 'eb38tl', 'gg1kgf', 'g943rm', '6ckcsm', 'guq5af', 'a32zho', 'bt8e86', 'i1sw7a', 'hit:2273_conv:4546_uttr:1', 'hkw0zu', 'by2njd', '6a8dzp', 'gyiqh0', 'katibk', 'bku4op', 'cm52xq', 'ecljsc', 'hbq6qc', 'buyfiu', '8io777', '6baunb', '8kd0pb', 'bykasc', 'a8lg8i', 'gdnxeo', 'czwpq5', 'c8dvd6', '8m9ywv', '8je3ag', '8jpf76', 'e66rfq', '6fwh9l', 'h1600b', 'e9vbzy', 'q8o3kt', 'b3b91w', '6hn1md', 'eb4ryt', 'kfsf2k', 'fll894', 'lgz6w0', 'bu6qtu', '8kzrzq', 'i3wnh3', '8kt4ev', 'hit:4913_conv:9827_uttr:1', 'earbx2', 'hit:3616_conv:7232_uttr:1', 'jvsi4v', 'bqmf4k', '93v003', 'gf0j4k', 'dit0eo', 'c1wpr0', 'c9785l', 'hit:11434_conv:22868_uttr:1', 'g79f8r', 'dyz09u', 'gwu2fp', 'hatgz1', 'gl4n16', 'hit:6669_conv:13338_uttr:1', 'qqu3l6', 'gt6ahf', 'c1ums5', '5y42lg']",74
post_cluster_14,I start a new job on monday.,"['hit:7380_conv:14760_uttr:1', 'hit:9501_conv:19002_uttr:1', '6qflod', 'hit:4800_conv:9600_uttr:1', 'hit:2798_conv:5597_uttr:1', 'gf1dqs', 'hit:9062_conv:18125_uttr:1', 'hit:2543_conv:5087_uttr:1', 'hit:8593_conv:17186_uttr:1', 'hit:9360_conv:18720_uttr:1', 'hit:8861_conv:17723_uttr:1', 'ai6fv8', 'd7p5eh', '7vap7x', 'g0a9sf', 'hit:2419_conv:4838_uttr:1', '6umcki', 'dhcnsz', '6lv6m6', '9sekes', 'g3jebr', 'g3jeqx', '9s295j', '83urni', 'ifp6gp', '74as7q', 'hit:4873_conv:9746_uttr:1', 'fbaw6i', 'qroyh9', 'ftd1vx', 'h8s0dn', '7woxu1', '8mw4ub', '6ybtvp', 'hit:8688_conv:17376_uttr:1', 'ip5bds', 'd31q1m', 'f9fs0s', 'dknww5', 'jz3lth', 'b825k6', 'hit:6522_conv:13044_uttr:1', 'gympke', 'o5arlr', '6afpue', 'hit:2594_conv:5188_uttr:1', 'gm0uwp', 'hit:2656_conv:5312_uttr:1', 'c8ewqo', 'j59jzs', '8g5gga', '91yjkp', 'cg13pi', '7s4m36', '9fmzrh', 'cmi6yc', 'ci8zyk', 'cyu6ra', 'f8jb76', 'i5hpsm', '8s3rt3', '8y51fe', 'hit:1301_conv:2602_uttr:1', '7dhodc', 'g7q7w1', 'p0ch9i', 'ibz6tv', 'aqfaan', 'i3x9q0', '9cxnh0', '7muw5n', '6ju5sc', 'hit:2834_conv:5668_uttr:1']",73
post_cluster_15,What music are you listening to right now?,"['p04ihr', '6v4nhz', '97qhs3', 'ir51ly', '62y8eu', '757u52', 'b5vdv8', '7mmrh1', '5oswe5', 'c0ai8y', '6uz9v1', '5q5rbg', 'hx2ilz', 'cntfpr', 'f9jbf0', '61ifbn', '6rfw52', '79sevr', '6fk62t', 'cw8awd', '8hrlts', '7r7kal', '66s4sq', '6gxsq4', 'jlfl3p', '9h9w41', '77mj2x', '6373og', '9e26r8', 'd75nwj', 'cyyjxe', 'e7m1ng', 'd31tlo', 'ddwnn0', 'd8xgvt', 'd15307', 'd21k1s', 'cf32eb', 'd1j489', 'dg66hs', '7mrwlp', '77lsyz', '8zrhgb', '5sqpe3', '6uzig9', '959aug', 'p5y6lc', '6k66e8', 'bvuh4e', 'i8mf84', '81sya4', 'azxmz5', '6hij26', 'g458cx', '8wdrit', 'dizv6g', 'dfas87', '89m91c', '71g3wm', '6yhacv', '6f031j', '7ytss7', '88ji8p', '86iyxb', '8aud2f', 'a2y9y0', '9ouwxr', '7ii223', 'afcdto', 'fnyxm6']",70
post_cluster_16,I Just Passed My Driving Test!,"['9wqlmt', '903j8i', 'e2hbl9', '8jd0t1', 'eo5d2c', 'cnxiui', 'jnvnm8', 'eum7mr', '9dw2ql', 'm2vo8b', 'a3nvbc', 'c5dgfx', 'e66xry', '9hsws7', 'bszuz8', 'i7rzov', 'ka5oj8', 'bs74qw', 'cvki6n', 'av3700', '851of0', 'adle07', '5t1yrl', 'q6xies', '7s8vjj', '8dowl6', 'aa7fmj', 'goof3g', '81fzrz', 'dgmlnb', '8nhkmb', 'edsgxo', 'aps1kg', 'a8a4y6', 'bsud9p', 'j7fypb', 'khsdup', 'avj5kr', 'hoiold', '9qnv2i', 'ifhlxy', 'bo9uv5', 'kmilgq', '7d519a', '70elhz', 'ks70w6', '7ifbdj', 'idgydr', 'jwzn8n', '5vdjty', 'hve5ez', '861xqn', 'b7c4te', 'pnf6qv', 'm0pr3n', '91vk42', 'ht3lqq', 'ehuabc', 'i9ah80', 'bwaxe0', '8yfaqn', 'fb51wn', '5r1spw', '8r2j2s', 'o2d02g', '7dnu99', 'guy71d', 'l12gvn', 'ere08t', 'ct48bn']",70
post_cluster_17,It’s my 22nd birthday today,"['igsgtz', 'gkbm52', '9hdzpk', 'dy9ofi', '8fmded', '830qip', 'fo7xd5', 'm3q5xj', 'b7ojqs', 'ejmk0r', '7o7zfe', 'fxpvog', 'oid4xb', 'dtjj6b', 'it4kv2', 'hgy8xp', '85l3ij', 'b207i6', 'i32p3b', 'fj8xmi', 'iys933', '7p9c2u', 'coj5fi', 'kld6vr', 'fn7nxv', '8yui96', '92l04e', 'enjam3', 'evdzl8', 'epp9ae', 'm5rle4', '6ynhgf', 'gmyhdn', 'hjxlys', 'ampywh', '8uz6z9', 'kodnx5', 'abq4ey', 'dpyelg', '9vff8y', '812w6n', '945u4q', 'k50eou', 'boke3i', 'g7vx9q', 'am2a6b', '9thy05', 'cwm50y', '7d3k3g', 'hbsi4m', '9un52n', 'hxrjfr', 'abup8a', 'kryc9p', 'g4hmcu', '9knmar', 'fi1qa3', 'fxkkvt', '9a8irn', '661eja', '81lhsh', '6wuv8h', 'mltgdp', '9rbx5u', 'hit:11213_conv:22426_uttr:1', '6qss1f', 'f8k5pe', '7ce2hw']",68
post_cluster_18,Anyone else ever experience anything similar?,"['gcrlu2', 'cfsaim', 'hcfiej', '6l9t36', 'fk1nlv', 'hi2utu', '91lk76', 'gubmdm', '8cqda7', 'mgij5v', '7z17ke', 'ec7rr7', 'dnzggo', 'czpnup', 'gmk7d4', 'cvcpft', 'a8h5hu', '8fxzrs', 'o2onpc', '6aq9qt', '63rye2', '8fp707', 'a273k0', '9nhfz1', 'clqs2c', '9zxqaq', 'mk6wxf', '7tiduc', 'c0155g', 'bgg7v2', 'k6kg0f', 'a02sp6', '9gbqvm', '8f0dyb', 'k17tvt', '8mpa2k', 'cgtb4f', 'bv83io', '60l9wm', 'qda3na', 'o59hvi', 'fv349l', 'ajp4jl', 'emar90', '7v8hdh', 'colazw', 'b3x2jt', 'fdhlij', '73wnru', 'hqguhd', 'hhrb4q', 'c55q2c', 'ab1p5i', 'gd94d6', 'g6ktn5', '7l1yrj', 'gka5ai', '7v6smv', '9w9790', 'ctonm6', '9u7cyk', 'hjm1o2', 'lbcbpy', '5yjeps', 'flf3pm', '7nej83', 'ah2ao0']",67
post_cluster_19,It’s finally my cake day!,"['97146f', '8fvmgu', 'cv473c', 'icyh9d', 'jbepcz', 'e6bgmb', '9zd8sv', '7xeb2v', 'iywzhe', 'ifhnyi', 'jfn39e', '9uzhb2', '9gh6pc', 'cqzku9', 'itmx3k', 'bsc05g', 'jbxx3d', 'f7izgo', 'i24s9q', 'fgd3nt', 'l90y33', 'diid54', 'i7k52l', 'n22xq6', '9idu4l', 'ahqfzn', 'ch9v6n', 'adcujp', 'bp51u9', 'asflrk', 'fl3qg1', '7e4sji', 'dxw8rg', '9gfxku', 'fncl8m', 'l7zu30', 'f8lpe9', '87bwa2', 'ga0up3', 'hobj23', '7g59cg', 'oktjlg', '7qltii', '98tgn8', 'h9tb93', 'bjvkhp', 'i3atqp', 'hyhku7', 'emjqd0', 'cnez1h', 'g43q6o', 'fao34r', 'ah2ekb', 'eogxku', 'fnwync', 'du8mea', 'mes79w', 'ilmpfr', 'ew5ajj', 'l9sqdw', '9f86kb', '8r780i', '9bm125', 'gkpr42']",64
post_cluster_20,Wish me luck!,"['dt7tdy', 'gsnk7a', 'aq9tdy', 'hit:715_conv:1430_uttr:1', '73w1nt', 'hzzlfv', '75twkc', 'cjb5n5', 'ehqtzu', 'c4stvt', '6il6r2', '5ovnxv', '723w6p', '69761y', 'fwloc2', '67bgo5', '90idp1', 'b5imex', 'e6d8pi', 'erpv7t', 'en8362', 'd5oqmr', 'ghzps0', '79pveq', '6ucom5', 'm63im3', 'e9tpn6', '9e6i9u', 'dcstf8', 'lhx4ce', 'jzfs0u', '6z7m4t', '7jiu6j', 'csy4x9', 'b84ono', '93ztu1', 'khroi1', 'fazsj7', 'ci97ll', '93dz97', '7zgzcc', '8wo814', '5u22wi', 'flowjo', 'hi3cql', '6yushz', 'cdg2v6', 'cnejkd', 'iykmmv', '7zrjnl', 'hit:2998_conv:5997_uttr:1', 'cyvlje', 'mv1j93', 'lb1lap', 'junz9j', 'o15szt', '5xtjdh', '86d8lf', '936uev', 'ap1caz', '5skzv4', 'nbj9uc', '80rjq1']",63
post_cluster_21,I just broke up with my girlfriend.,"['5v38md', '8rx369', '7d9z7d', 'aeql0l', '7yc91y', 'h7x5h3', 'af2p8f', '79rbf0', '7p2drj', 'd2zyvw', 'j2h4vc', '769lh5', 'hit:2328_conv:4656_uttr:1', 'hit:11833_conv:23667_uttr:1', 'hit:6796_conv:13593_uttr:1', 'acdsu8', '6b2dfj', 'hit:3310_conv:6621_uttr:1', 'hit:9191_conv:18383_uttr:1', '98er3c', 'eh7gym', 'f25ynf', 'hit:1766_conv:3532_uttr:1', 'f4c45r', 'hit:8211_conv:16422_uttr:1', 'hit:2197_conv:4395_uttr:1', '784g99', 'ahz8kv', 'ccb8or', '79700v', 'cllcva', '7ts4a0', '6k1qek', '7e7fbf', '7s4re9', 'ezjky5', '74a5q4', '77miuh', 'a8lzvo', 'achuyv', 'g2mpjz', 'csa7uo', '9a1lrx', '9oaifc', '7qetc0', 'hit:4789_conv:9578_uttr:1', 'j453qm', 'hit:6813_conv:13626_uttr:1', '5npnm9', 'bjq0gi', 'fouo5j', 'hit:9297_conv:18594_uttr:1', '6chd4i', 'bw693z', 'g9h2yy', 'bpa1y0', 'gvtxhr', '94hijh']",58
post_cluster_22,Ask me anything.,"['6ko7vh', 'aozwwf', '98n3dl', '6rv9lt', '6259co', '66npq8', 'iimbcc', '7zupn7', '9mukvg', 'l2j2i8', '5qrfex', 'bxhvo7', '6v67b1', '8dvsrg', '8qsxks', '8nazn5', '8awmay', 'ayg2fo', '6rucy7', 'do1oiv', '6rbk3v', 'irbcbo', '9l6o2c', '5r0hwo', '71qshm', 'izruce', '8avdn7', 'l2s6se', '5znzbk', '5vkf3c', 'g18pt9', '9rh042', '6ptoc0', '7c1u91', '6fg3v8', '9t4bmq', 'hqebms', 'hqe98g', '73wwve', '6k1k71', '6ks495', 'g1eszs', 'ajm3o2', 'ep87vw', 'iry5tk', '6jpajn', 'fo5a8b', 'cads40', '8iqu5f', '90nrel', 'hge5gg', '71c19c', '9slu97', 'f2drce', '6s9ugj', '6wmrhx']",56
post_cluster_23,Looking for friends,"['hu2rx7', 'kkz6n4', 'plv8za', 'e87jm3', 'fjbdl0', 'atu0pm', '9sh6d0', 'pux34f', 'lkadcm', 'dlsq3q', 'gfnail', 'h8ptfx', 'cl1gd7', 'ihbsyu', 'j776md', '6vgxpl', 'kwxopg', 'jw8j4r', 'hw6cwg', 'gix513', 'mx52ra', '7718r3', 'lbihyj', 'f8vix2', 'aeepuf', '7r55gq', 'guq5b5', 'katerk', '8lp2h1', '8tijae', '60za5b', 'a0l4bk', 'gh9kdg', 'kkynjg', 'i01q2c', '9q16yp', 'g6s8zs', '7d38o3', 'if8orm', '9pefg6', 'cewouz', 'ehejex', '8mc3lv', 'htcog9', 'gml91x', 'od2780', 'jqr2q9', 'lku39u', '7thp0g', 'pqcm8g', 'npkdfe', 'gkavzh', 'fo8sm6']",53
post_cluster_24,Anybody else relate?,"['ksxxtc', 'nk3gye', '603zd9', '9t5lpo', '95q0ug', '62y8h6', '95jqot', '9lrgpz', 'dj7hlh', '62zaau', 'czntj0', 'oic4d3', 'bsbo95', '9eu4s5', '8tdjh9', '5w94nl', 'c14mq2', 'lo767r', 'a94rva', 'ai62en', '6z672g', '6m5m9b', '8alp73', 'aeflwi', '7lpeek', 'm4ct1n', '8pa7f0', 'ibdv6h', '9nausk', '7iqt0y', 'agfqxp', '8y2pmc', 'bnxg5e', '7ntbrz', 'h8ih1k', 'cbtrjx', 'kghwtx', '6seise', '96bif7', '6xxyhf', 'f0ng48', 'ne4177', 'k5w5qk', '90elzp', 'igc2vz', 'a3qg6g', 'gfiy34', '6co8q6', 'bf0033', 'jd6l59', '7r9el8', 'c43kwh']",52
post_cluster_25,Let's talk about something!,"['7c95vk', '76ek41', '7fvq1f', '68qmwf', '90ruhm', '6pu0u7', '90scra', '6q0g5c', '6zbuux', '6dpxij', '89l9rq', '8yzrgp', '5mxayu', '7wc55x', '67e0h9', 'aai65g', 'cflswe', '8qd67a', 'cgeaij', 'doywou', '6p5wqq', '6ui1kr', 'bixef9', 'aag6v6', '87kzg1', '64envl', '7rkj20', '766s7e', 'c7jp0d', '9xp7ca', '8uz3jr', 'aagf41', '6qgpbc', 'cyh240', '6yw8bh', '7roq8s', 'hkk8gy', '67tn1d', '6lke1x', 'fz6p8f', '5xl8fg', '86yjcn', '5r68vw', 'dtqkrp', '5mc0mb', '91z0vp', '7fjkge', '5uw2sa', '5v8nbw']",49
post_cluster_26,My dog passed away last week.,"['hit:693_conv:1386_uttr:1', 'hit:5131_conv:10262_uttr:1', 'hit:2323_conv:4646_uttr:1', 'hit:2535_conv:5070_uttr:1', 'hit:6763_conv:13526_uttr:1', 'hit:11678_conv:23357_uttr:1', 'hit:6607_conv:13214_uttr:1', 'hit:1326_conv:2652_uttr:1', 'h7o6bn', 'hit:7419_conv:14838_uttr:1', 'hit:2757_conv:5514_uttr:1', 'hit:11463_conv:22927_uttr:1', '6rfby9', 'hit:10543_conv:21087_uttr:1', '6wawt7', 'ap92in', 'hit:8860_conv:17720_uttr:1', '74sorv', 'hit:4463_conv:8926_uttr:1', 'hit:1813_conv:3626_uttr:1', 'hit:7752_conv:15505_uttr:1', '5orifh', '7tjcw3', 'a11hmh', 'hit:1771_conv:3542_uttr:1', 'hit:6721_conv:13443_uttr:1', '8zudmx', '8nk3ev', 'hit:8618_conv:17237_uttr:1', 'hit:910_conv:1821_uttr:1', 'che3z5', 'hit:989_conv:1978_uttr:1', 'dl3cw6', '9nkhsp', 'hit:10043_conv:20086_uttr:1', '9w95xb', 'hit:11276_conv:22552_uttr:1', 'hit:8967_conv:17934_uttr:1', '7pfmnp', 'hit:8582_conv:17165_uttr:1', '5n0m1c', 'hit:2496_conv:4992_uttr:1', 'jlen8q', 'hit:8070_conv:16140_uttr:1', 'hit:8073_conv:16147_uttr:1', '727ins']",46
post_cluster_27,I got my wisdom teeth out today,"['csobzq', '5tbu0n', '7eu3sf', 'cpxoxc', '7lq1zj', '61cr6o', 'ek3l3l', '6s6txs', '8ntmlp', 'faxcdn', '8yn885', 'qvukpn', 'adky20', '97jcgu', '7mh0is', 'hk0bml', 'iinwxh', 'nu2qsp', 'diy8cs', '5zivzv', 'f651y7', '7n0dul', '7h74vu', '7o6y3w', '64rbhd', '784cxb', '6d2r9f', '9bq0a9', 'hw7odw', '5ovh1b', '9oraff', '8u3lgk', 'lgyatt', '9jcr92', '99uo7z', '7qt4lq', '6r7nj6', 'c03usd', '60hz3i', '6uoi7n', '7otzgl', '97p9fq', '5y7ueo', '93t9ja', 'byz653']",45
post_cluster_28,I’m getting married today!,"['a3s47m', 'q0xip2', '7dl6s1', 'adfo9c', 'inratv', 'oywqrk', 'imzu29', 'ddnnsk', '8k6qf8', 'mh3p2t', 'f1usi8', 'hit:7388_conv:14776_uttr:1', '6yy7pl', 'dnp33i', '79es1f', 'pvbpf4', '6qb4cc', 'o308rt', '74zukg', 'hit:2894_conv:5789_uttr:1', 'jcajo6', 'dgqegf', 'dt8iuo', 'bya80b', 'fdplsy', 'cnpbpv', 'hutssu', 'ed0cv7', 'hit:3417_conv:6835_uttr:1', 'hit:4915_conv:9830_uttr:1', 'axnntw', 'krxnf1', 'hbenkf', 'j2yndk', 'f6pg1x', '6gplwr', 'hit:4519_conv:9038_uttr:1', 'khs7aw', '5uvrv8', 'chc0vq', 'atru6s', 'iintut', 'kjlb3w', '6yvfcw', 'd185my']",45
post_cluster_29,I got fired today,"['5m9itz', '7ylzx1', 'b8drmu', 'huvbau', 'gn8hve', 'f9dhrh', 'bzz51n', 'fa5802', 'df6qmr', '5vzyko', '64n4v0', 'd3qy8y', '6dk597', 'f41vmg', 'i5o76c', '9kxmiv', '61k59y', 'hg61yq', 'k5wido', '6fvq8x', 'qq8zsq', '8945ot', '8vl2kj', '6t7e89', '7m989n', 'lijtyy', '7nv1kr', 'duxuw4', 'e57m2w', 'gwmb3a', 'jte21e', 'fkfg10', '5smeow', '74ju5z', '6jb51d', '81mg2t', '6t2wya', 'od8odz', '84xtou', 'd3ehg9', 'cvwxlp', 'hit:3088_conv:6177_uttr:1', 'ngxkfs', 'fs07qg', '6e7t7s']",45
post_cluster_30,I just got my first tattoo.,"['74e1ms', '8saaqi', '9ss0ke', 'bigaa5', '5s0egz', 'j0drc4', 'qooshp', '5x2uhl', '6t3czg', '86o1w3', '6sjg2p', '5waryj', 'iq2pcv', 'dilkqa', 'jz3g3u', 'ol1wtz', 'gyfm54', 'jf74hi', 'ikz0wf', '87xy4t', '8hskwt', 'el2kpg', '9nzp89', '7d38gn', 'bk96da', 'dbgbri', '6zswq5', 'ewq7cm', 'btzsjv', '8wra2q', '7kh0vy', 'o6fkdw', 'cbprj1', 'ccm035', '9kqoui', 'bgm3ar', 'cfwzkn', 'i04v7x', '9r5cb4', 'a5lx0g', '9bd7wz', '6a9i5w', 'dym9d6', 'k00rn5', '6yk3lc']",45
post_cluster_31,Let's talk about music,"['6p94fi', '9uy7cz', '7ofjzo', '96bzcc', '8aeads', 'gpcsha', '7edfkt', '6sp083', '7dtl9d', '5llq94', 'cptuw6', 'ayws62', '731uwl', 'hfg7h4', 'iobiwn', '8gmjed', '5ttvt0', '8zvjh0', 'cuzbd9', 'e07o3n', 'k42hyq', 'anbbl3', '7ukauq', '6fmyzj', '90z8hv', 'aefpkn', 'dcmatl', 'b1781a', '5qk3uq', 'ggfitw', '6b80rz', '716q0z', '673t2q', '7br6qr', '88wtj1', 'b4awbs', '723i4d', '6lqea3', '5qsqil', 'kuuorb', 'ilcllu', '8nvn4o', '621vp0', '6ozhs7']",44
post_cluster_32,I need some advice,"['6ut0kp', '6qjmxn', 'j43z9t', '7vkh2c', '7a7xs8', '75uzs0', '896hdv', '6xwt25', 'ehu21c', '769v6t', '7nc8u4', 'hfzn18', 'akjuf3', '71s5mi', '9w574p', 'elxp0q', 'eqb81v', 'nsbps2', 'hpno4d', 'cujlap', '6mahcj', 'f69mbe', '7qqmv4', 'aklc8w', 'bbn22k', '9m1ixh', 'h0vvh4', 'plaxej', '9bu1ou', '8yzshr', '89mp4d', 'p6jltj', 'e8lcq2', 'f00y38', 'ftweg4', 'gtc3au', '5w5mpr', '6hx7r9', 'a0c5ag', 'bpve5i', 'dyyhkc', '8rs8tb', '6trpgf']",43
post_cluster_33,What are you looking forward to?,"['d4mjgy', '7mfs9b', 'bezz7v', '5wt6nd', '5qwddw', '6g1c9g', '6zvxg4', '9yciyt', '95s0p4', '70s5as', '8u6mdw', '6asdp6', 'hhrf6q', '5u2mqp', 'b5jwuw', '5m4j03', '6lg4ec', '5qc1t5', '9mwuns', 'as2f0a', '6qdfog', '7l0875', '7k2zkc', 'avf8ig', 'curxw9', 'aaoc1h', 'jdt53h', '789iq1', '6paw4o', '91fipl', '6qpgyv', '8d9ey3', '83tjp4', '7ynhb2', 'loqmps', '94ys3s', '8igut9', '6d1k1p', '6y4rpc', 'g11sqp', '7gj0f4']",41
post_cluster_34,I started therapy today.,"['9748wn', 'f34d7i', 'bfdwa0', 'ph6tya', 'dhwxoj', 'd3fxnv', '87xd6r', 'gl5fb9', 'gb0ivc', 'esadxl', 'j5x7z0', 'iucr3r', 'ghgxl6', 'ktw1xs', '93s6f0', 'cong9y', '6txrf8', 'ie6218', 'j7dawq', 'hicgtj', '721zql', 'g0yknh', 'i25bxf', 'ks65db', 'n07s7j', 'fa9iry', 'e5d4np', 'd0g9w2', 'b6jxma', 'aiit4i', '5mv806', 'nporl9', '7twdj7', '7k20k5', 'f5tov4', 'ew97ao', 'cb8o6e', 'fuxggj', 'kf3dtg', 'l1063n', 'csgo66']",41
post_cluster_35,I want a new hobby,"['ag1iz7', '729iva', '999jf1', 'cfs834', 'nfrc1u', '82p4sl', 'eqguzw', '7sok6f', '92ze3e', '8y4ta6', '8qfndm', 'hmzvoz', '9hmsvy', 'jz4858', 'iu1zua', 'cf5l71', 'qst9y4', 'cn92tf', 'k2cve2', '6hf2kp', 'c45tcq', 'fj1s8w', 'a0mqit', 'dibhop', 'dkpghz', '9l7acy', 'q6k4aj', 'alp8hc', 'om7rfe', '61mltg', '6f9sp4', '7idy1r', 'fj7ky2', 'duiz4n', 'i054pu', '6qr2kf', 'jctwbc', 'gk8qj9', '5qva9t', '6q44ai']",40
post_cluster_36,My dog pooped on the rug yesterday.,"['hit:9243_conv:18486_uttr:1', 'hit:5640_conv:11280_uttr:1', 'hit:8641_conv:17283_uttr:1', 'hit:8023_conv:16047_uttr:1', 'hit:4393_conv:8786_uttr:1', 'hit:8026_conv:16053_uttr:1', 'hit:6315_conv:12630_uttr:1', 'hit:8611_conv:17223_uttr:1', 'hit:8660_conv:17320_uttr:1', 'hit:4448_conv:8896_uttr:1', 'hit:6294_conv:12588_uttr:1', 'hit:8029_conv:16058_uttr:1', 'hit:8024_conv:16049_uttr:1', 'hit:8038_conv:16076_uttr:1', 'hit:8032_conv:16065_uttr:1', 'hit:8065_conv:16131_uttr:1', 'hit:8670_conv:17341_uttr:1', 'hit:8017_conv:16035_uttr:1', 'hit:6282_conv:12564_uttr:1', 'hit:6289_conv:12579_uttr:1', 'hit:3187_conv:6374_uttr:1', 'hit:4414_conv:8828_uttr:1', 'hit:8056_conv:16112_uttr:1', 'hit:8057_conv:16114_uttr:1', 'hit:9227_conv:18454_uttr:1', 'hit:8066_conv:16132_uttr:1', 'hit:5619_conv:11238_uttr:1', 'hit:9211_conv:18423_uttr:1', 'hit:9216_conv:18432_uttr:1', 'hit:8078_conv:16156_uttr:1', 'hit:5627_conv:11255_uttr:1', 'hit:9899_conv:19799_uttr:1', 'hit:8050_conv:16101_uttr:1', 'hit:7807_conv:15614_uttr:1', 'hit:7198_conv:14397_uttr:1', 'hit:9335_conv:18670_uttr:1', 'hit:7159_conv:14318_uttr:1', 'hit:9316_conv:18633_uttr:1', 'hit:11879_conv:23759_uttr:1', 'hit:6341_conv:12682_uttr:1']",40
