id,summarized,text,length
hit:8733_conv:17466_uttr:2,0,I'm sorry to hear that.,7
hit:8743_conv:17487_uttr:2,0,That's great to hear that some really care and put effort in to their relationships!,17
hit:8769_conv:17539_uttr:2,1,That was really nice of him.,7
hit:8771_conv:17543_uttr:2,0,How long had you been married ?,7
hit:8774_conv:17548_uttr:2,1,I hate tickets.,4
hit:8777_conv:17554_uttr:2,1,Neat!,2
hit:8777_conv:17555_uttr:2,1,Teaching children is so rewarding.,6
hit:8780_conv:17560_uttr:2,0,What grade is she in?,6
hit:8783_conv:17567_uttr:2,0,Where did you go ?,5
hit:8798_conv:17597_uttr:2,1,Awesome news!,3
hit:8829_conv:17659_uttr:2,0,spray water over there,4
hit:8861_conv:17722_uttr:2,0,Could you get with your HR department to see if they can assist?,14
hit:8866_conv:17732_uttr:2,0,"Yea, I used to hate it too.",9
hit:8870_conv:17740_uttr:2,1,is it really hard?,5
hit:8875_conv:17751_uttr:2,0,"That's pretty impressive, does he have any training or just all self taught?",16
hit:8877_conv:17754_uttr:2,1,We have a couple down the street that raises hunting dogs.,12
hit:8885_conv:17770_uttr:2,0,Well you must be happy about it.,8
hit:8887_conv:17774_uttr:2,0,"It was nice of you to buy him food, but I'm thinking he didn't pay you back.",21
hit:8891_conv:17783_uttr:2,1,Ugh!,2
hit:8894_conv:17789_uttr:2,1,You must have been so surprised and pleased to hear from them.,13
hit:8916_conv:17833_uttr:2,0,Oh really what was the assignment,6
hit:8937_conv:17874_uttr:2,0,Im sure they had a good excuse.,9
hit:8944_conv:17889_uttr:2,1,Oh crap!,3
hit:8957_conv:17914_uttr:2,1,What kind of car?,5
hit:9049_conv:18098_uttr:2,0,OOOOOOOOOO NICE!,3
hit:9149_conv:18298_uttr:2,0,Are you and your family okay?,7
hit:9150_conv:18300_uttr:2,1,Their really are kind people left in this world.,10
hit:9155_conv:18311_uttr:2,1,I am sure you could have passed if you had studied.,12
hit:9167_conv:18334_uttr:2,0,You are such a good person to do that!,10
hit:9169_conv:18339_uttr:2,0,Why do you say that,5
hit:9176_conv:18353_uttr:2,1,Did they find out you owe money to the local crime families?,13
hit:9180_conv:18361_uttr:2,0,have you asked your friends for family?,8
hit:9181_conv:18363_uttr:2,1,Oh yeah?,3
hit:9188_conv:18377_uttr:2,0,"Oh my goodness, that's terrible!",8
hit:9195_conv:18391_uttr:2,0,uh oh. did something happen?,7
hit:9199_conv:18398_uttr:2,0,Do you think you will get the job?,9
hit:9207_conv:18415_uttr:2,0,"Oh definitely, Youtube is a great platform for these talented people",12
hit:9210_conv:18420_uttr:2,0,do you think there something wrong,6
hit:9216_conv:18433_uttr:2,1,I bought about a thousand dollars worth of tickets last night!,12
hit:9220_conv:18440_uttr:2,0,"Oh nice, where are you going?",8
hit:9226_conv:18452_uttr:2,1,What did she do?,5
hit:9234_conv:18468_uttr:2,0,Was any of your stuff damaged?,7
hit:9238_conv:18476_uttr:2,1,Exciting!,2
hit:9242_conv:18485_uttr:2,1,Oh geez!,3
hit:9256_conv:18512_uttr:2,1,I foresee love overload.,5
hit:9260_conv:18521_uttr:2,0,"Not really, do you?",6
hit:9267_conv:18535_uttr:2,1,i can say that i am satisfied with where i am what i do and what its done for me.,21
hit:9274_conv:18549_uttr:2,1,Are you excited to go?,6
hit:9285_conv:18571_uttr:2,0,"What did you lie about, are you going to tell him?",13
hit:9309_conv:18619_uttr:2,1,Was there a lot of people there?,8
hit:9333_conv:18667_uttr:2,1,It's always smart to be on the safe side.,11
hit:9341_conv:18682_uttr:2,0,Where are you going on vacation?,7
hit:9351_conv:18703_uttr:2,0,That must of been horrible.,6
hit:9360_conv:18720_uttr:2,0,What job is it?,5
hit:9366_conv:18732_uttr:2,0,What branch of the military then?,7
hit:9382_conv:18765_uttr:2,1,i hate losing money as well.,7
hit:9384_conv:18768_uttr:2,0,Hopefully one day you might decide to choose otherwise or have a child of your own.,17
hit:9385_conv:18770_uttr:2,1,but not sure about the ready for anything,8
hit:9388_conv:18776_uttr:2,0,How exactly?,3
hit:9390_conv:18780_uttr:2,0,That's a great asset to have emotionally I think.,11
hit:9392_conv:18784_uttr:2,1,did it bring back a lot of memories?,9
hit:9393_conv:18786_uttr:2,1,Do you prefer sunny days?,6
hit:9395_conv:18790_uttr:2,1,i do feel the effects of age creeping up on me though,12
hit:9396_conv:18793_uttr:2,0,It's good to explore your own interests and what makes you grow on your own.,17
hit:9397_conv:18794_uttr:2,1,It's amazing how much people litter,7
hit:9401_conv:18802_uttr:2,1,Did it get ruined?,5
hit:9403_conv:18807_uttr:2,1,Really?,2
hit:9416_conv:18832_uttr:2,1,It's never fun to not win.,8
hit:9418_conv:18836_uttr:2,0,"That's not good, we ended up lucky with who we have",13
hit:9435_conv:18870_uttr:2,0,"I agree, plus I love making snowmen!",9
hit:9444_conv:18888_uttr:2,1,Ouch!,2
hit:9450_conv:18900_uttr:2,1,"Have you ever looked into calming medications, or meditation to help your nerves?",15
hit:9478_conv:18956_uttr:2,1,Are you also spoiled by amazone prime?,8
hit:9480_conv:18961_uttr:2,0,What did your dog do?,6
hit:9491_conv:18982_uttr:2,0,Where are you going?,5
hit:9492_conv:18985_uttr:2,1,which diet are you trying,5
hit:9499_conv:18999_uttr:2,1,"If you don't mind me asking, of course...",11
hit:9514_conv:19029_uttr:2,0,Does it make you feel happy about your life since then?,12
hit:9544_conv:19089_uttr:2,1,Devastating!,2
hit:9545_conv:19090_uttr:2,1,Did they need a particular brand for a particular reason?,11
hit:9545_conv:19091_uttr:2,0,How did it go?,5
hit:9563_conv:19126_uttr:2,1,I have never won anything in my life.,9
hit:9567_conv:19135_uttr:2,1,I never win anything cool.,6
hit:9571_conv:19143_uttr:2,1,Its not healthy to self harm and pent up your feelings.,12
hit:9573_conv:19147_uttr:2,1,"Gesh, that's frustrating.",6
hit:9574_conv:19148_uttr:2,1,Did you get pictures?,5
hit:9576_conv:19152_uttr:2,1,But you probably should study as well.,8
hit:9583_conv:19166_uttr:2,1,How long have you two been together?,8
hit:9588_conv:19176_uttr:2,0,Oh I'll bet that didn't smell pleasant.,10
hit:9592_conv:19185_uttr:2,1,Which ones made you feel the most nostalgic?,9
hit:9594_conv:19188_uttr:2,1,oh yea?,3
hit:9595_conv:19191_uttr:2,1,Oh yes?,3
hit:9602_conv:19205_uttr:2,1,Did he get a new one recently?,8
hit:9605_conv:19210_uttr:2,1,That is horrible that you cant trust your own sister.,12
hit:9606_conv:19213_uttr:2,1,That sounds almost worse then a nightmare as it sounds like it's stuff you miss!,17
hit:9610_conv:19221_uttr:2,1,I love being complimented.,5
hit:9613_conv:19227_uttr:2,1,Thats nice to hear.,6
hit:9614_conv:19228_uttr:2,1,Did something happen to make you feel more content?,10
hit:9614_conv:19229_uttr:2,1,oh nice!,3
hit:9618_conv:19237_uttr:2,0,Do you think they deserved it?,7
hit:9620_conv:19241_uttr:2,0,that is wonderful it is good to hear you guys are doing good progress,14
hit:9625_conv:19250_uttr:2,1,thats a really good feeling isnt it?,10
hit:9634_conv:19268_uttr:2,1,What kind of designs are there?,7
hit:9637_conv:19274_uttr:2,1,Its always nice getting praise and compliments.,8
hit:9641_conv:19283_uttr:2,1,Are you feeling much more motivated now?,8
hit:9651_conv:19302_uttr:2,1,Do whatever you can to try and get enough sleep.,11
hit:9653_conv:19306_uttr:2,0,What happened?,3
hit:9655_conv:19311_uttr:2,0,Yeah that is a pretty good mindset to go by.,11
hit:9659_conv:19318_uttr:2,0,"uhoh, did you get lost?",7
hit:9661_conv:19322_uttr:2,0,Well music does have a really cathartic effect on people.,11
hit:9665_conv:19331_uttr:2,1,Do you mind if I ask what happened today to make it so weird?,15
hit:9670_conv:19340_uttr:2,1,thats crazy.,4
hit:9680_conv:19360_uttr:2,1,"Were they driving fast at the time, it could have been quite dangerous.",15
hit:9690_conv:19380_uttr:2,1,I think it's great that you stepped up to repay your loans!,14
hit:9697_conv:19394_uttr:2,1,Are you guys excited?,5
hit:9706_conv:19412_uttr:2,0,What did you guys get up to?,8
hit:9712_conv:19425_uttr:2,1,that is awesome.,4
hit:9719_conv:19439_uttr:2,1,I bet she was mad as heck,7
hit:9760_conv:19521_uttr:2,1,Maybe a promotion or a raise in on the horizon?,11
hit:9777_conv:19554_uttr:2,1,Nice!,2
hit:9803_conv:19606_uttr:2,0,Did it feel good to get back out?,9
hit:9810_conv:19621_uttr:2,0,How did you do?,5
hit:9831_conv:19663_uttr:2,0,Did something ruin it?,5
hit:9832_conv:19665_uttr:2,1,It seems like I've always known they can.,10
hit:9845_conv:19691_uttr:2,0,Its nice to have the internet,6
hit:9847_conv:19694_uttr:2,0,"Sounds very relaxing to me, as long as my allergies don't act up.",16
hit:9849_conv:19698_uttr:2,0,I enjoy sunny weather too.,6
hit:9850_conv:19700_uttr:2,1,I hope you're at least moving for a good reason like better opportunities.,15
hit:9851_conv:19703_uttr:2,0,"I agree, do you have a favorite artist?",10
hit:9853_conv:19706_uttr:2,0,What does providence mean?,5
hit:9854_conv:19708_uttr:2,1,Does he do photography as a job or a hobby?,11
hit:9865_conv:19731_uttr:2,0,Wow what kind of dog did you lose?,9
hit:9866_conv:19732_uttr:2,0,"Oof, I hope that doesn't wake you up",10
hit:9876_conv:19753_uttr:2,1,did something bad happen?,5
hit:9883_conv:19767_uttr:2,0,I remember those,3
hit:9893_conv:19786_uttr:2,0,oh that sounds like it will be very rewarding!,10
hit:9897_conv:19795_uttr:2,1,The living room is shared.,6
hit:9906_conv:19812_uttr:2,0,I hope you walked out right then and there!,10
hit:9916_conv:19833_uttr:2,0,How has it been going?,6
hit:9922_conv:19845_uttr:2,1,Oh god.,3
hit:9923_conv:19846_uttr:2,1,My favorite is Federer.,5
hit:9925_conv:19851_uttr:2,1,Do you thiink you will get a raise?,9
hit:9929_conv:19859_uttr:2,1,Do you typically do things like that?,8
hit:9934_conv:19869_uttr:2,1,Yay!,2
hit:9942_conv:19884_uttr:2,0,You must really miss them.,6
hit:9944_conv:19889_uttr:2,0,did he catch you doing something crazy?,8
hit:9948_conv:19897_uttr:2,0,New York is a fun place to visit.,9
hit:9952_conv:19904_uttr:2,0,Oh no! was it too short for your liking?,11
hit:9966_conv:19933_uttr:2,1,I have heard a lot of stories about people being steered the wrong way.,15
hit:9974_conv:19949_uttr:2,1,I bet you cant wait!,7
hit:9977_conv:19955_uttr:2,0,Did you let him?,5
hit:9978_conv:19956_uttr:2,1,"Wow, I really like to do that.",9
hit:9979_conv:19958_uttr:2,1,That sounds revolting!,4
hit:9986_conv:19972_uttr:2,1,Have you run a marathon before?,7
hit:9986_conv:19973_uttr:2,1,What a nice surprise!,5
hit:9990_conv:19980_uttr:2,1,I'm sorry to hear.,6
hit:9993_conv:19987_uttr:2,1,"wow , thats great.",6
hit:9997_conv:19994_uttr:2,1,Nice!,2
hit:10001_conv:20003_uttr:2,1,Maybe you should try egging their door?,8
hit:10003_conv:20007_uttr:2,1,Do you already know what kind of vehicle you want?,11
hit:10004_conv:20009_uttr:2,1,Good luck for you!,5
hit:10007_conv:20015_uttr:2,1,i think you will ace it.,7
hit:10010_conv:20020_uttr:2,0,Why not block the calls?,6
hit:10012_conv:20025_uttr:2,0,Have you spoken to him?,6
hit:10019_conv:20039_uttr:2,1,I love tennis.,4
hit:10026_conv:20052_uttr:2,0,So are they telling you good news?,8
hit:10036_conv:20073_uttr:2,1,You are so lucky to find someone special online.,10
hit:10048_conv:20097_uttr:2,0,"You should go, Otherwise the condition could get worse.",11
hit:10058_conv:20116_uttr:2,0,If I had a bag of M&M's right now I would eat them for sure!,17
hit:10067_conv:20135_uttr:2,0,How did she reacted to the admission to self harm?,11
hit:10068_conv:20136_uttr:2,1,That sounds like a lot of fun!,8
hit:10069_conv:20138_uttr:2,0,"Oh that sounds worrisome, do you think you will pass?",12
hit:10070_conv:20141_uttr:2,1,That sounds intensive!,4
hit:10071_conv:20142_uttr:2,0,Did you save it or kill it?,8
hit:10072_conv:20145_uttr:2,0,"ooh, I bet you can't wait to finish!",11
hit:10074_conv:20148_uttr:2,1,Did you pass?,4
hit:10075_conv:20151_uttr:2,1,I bet it brought up a lot of feelings inside you.,12
hit:10078_conv:20156_uttr:2,1,That sounds like quite the checklist.,7
hit:10080_conv:20160_uttr:2,1,Holy cow!,3
hit:10083_conv:20167_uttr:2,0,"Nice, Was it hard to start?",8
hit:10084_conv:20168_uttr:2,1,"Man, those tiny disks were easy to lose.",10
hit:10091_conv:20182_uttr:2,1,Poor thing!,3
hit:10092_conv:20184_uttr:2,0,Were you nervous?,4
hit:10094_conv:20188_uttr:2,1,I love waking up to awesome texts.,8
hit:10096_conv:20193_uttr:2,0,How did that make you feel?,7
hit:10097_conv:20195_uttr:2,0,That's such a sweet thing to do.,9
hit:10106_conv:20213_uttr:2,0,"Oh my, that sounds like an absolute blast!",10
hit:10118_conv:20236_uttr:2,1,Did you get in trouble?,6
hit:10141_conv:20282_uttr:2,1,I bet you felt really cool hanging with them.,10
hit:10142_conv:20284_uttr:2,1,"I know how difficult it can be at times to eat healthy, I struggle to do it too.",20
hit:10143_conv:20287_uttr:2,1,We all need someone to just listen once in awhile.,11
hit:10147_conv:20294_uttr:2,0,I like dominos better,4
hit:10172_conv:20344_uttr:2,1,Nice to know that your mom was thinking of you in the middle of the day.,17
hit:10188_conv:20377_uttr:2,0,"The journey there is always the toughest, its years of practice and studying but in the end it will be totally worth it",24
hit:10190_conv:20380_uttr:2,0,"Wow, that was serious then",6
hit:10196_conv:20393_uttr:2,1,Wow that sounds scary.,5
hit:10214_conv:20428_uttr:2,0,Oh no why would they do such a thing,9
hit:10214_conv:20429_uttr:2,1,I bet it felt awkward.,6
hit:10223_conv:20447_uttr:2,0,"Oh really, were you supposed to tell them?",10
hit:10225_conv:20450_uttr:2,0,"Nice, what a legend and a gentleman",8
hit:10245_conv:20490_uttr:2,0,"Nice, what are some things you realized?",9
hit:10245_conv:20491_uttr:2,1,have the courage to even go outside?,8
hit:10247_conv:20494_uttr:2,0,"Wow, how could they do that?",8
hit:10248_conv:20496_uttr:2,1,It will always come back on you.,8
hit:10250_conv:20501_uttr:2,1,You're going to be rolling in the dough with those skills,12
hit:10251_conv:20503_uttr:2,1,"I happen to be a dog person, but I do have a cat that was my ex boyfriends.",20
hit:10252_conv:20505_uttr:2,0,where are you going!,5
hit:10255_conv:20510_uttr:2,0,"Yeah, it's like time passes but the smells and everything stays the same",15
hit:10256_conv:20513_uttr:2,0,I think I would leave if I saw something like that.,12
hit:10261_conv:20523_uttr:2,1,"I hope it does not stress you out, though.",11
hit:10262_conv:20525_uttr:2,0,"Dang, how fast did you run away?",9
hit:10267_conv:20534_uttr:2,1,Anything funny or silly?,5
hit:10273_conv:20546_uttr:2,0,"Oh wow, what ovie was it and how did it make you feel?",15
hit:10276_conv:20552_uttr:2,1,"Oh no, I am sorry to hear that.",10
hit:10277_conv:20554_uttr:2,0,"Oh no, maybe buy her a new cake to make it up to her!",16
hit:10279_conv:20558_uttr:2,1,Why have you been apart for the past two weeks?,11
hit:10286_conv:20573_uttr:2,1,I doubt she would reject such a great guy like you.,12
hit:10291_conv:20583_uttr:2,0,"Yeah, 70s were incredible, the dancing the cars, the women had style and the music was incredible.",21
hit:10292_conv:20584_uttr:2,1,I bet you worked incredible hard to achieve your goals.,11
hit:10293_conv:20586_uttr:2,0,"Oh no, can you return it or get a refund?",12
hit:10294_conv:20589_uttr:2,1,Are you the jealous type?,6
hit:10297_conv:20594_uttr:2,1,Oh that sounds really annoying.,6
hit:10299_conv:20599_uttr:2,0,"That is great, what has been going on in your life recently?",14
hit:10304_conv:20608_uttr:2,1,They looked really exciting!,5
hit:10309_conv:20619_uttr:2,1,That is always frustrating.,5
hit:10312_conv:20625_uttr:2,0,What was it that you accidentally ate?,8
hit:10316_conv:20633_uttr:2,1,What happens tomorrow?,4
hit:10317_conv:20635_uttr:2,1,That sounds creepy!,4
hit:10318_conv:20637_uttr:2,1,I hope that all goes well.,7
hit:10321_conv:20643_uttr:2,1,He's a brave man.,6
hit:10328_conv:20657_uttr:2,0,Did you guys write still write notes in each others' books in high school?,16
hit:10334_conv:20669_uttr:2,1,Awe your such a caring and loving person!,9
hit:10338_conv:20676_uttr:2,1,"Oh wow, that must've been a hard situation.",11
hit:10342_conv:20684_uttr:2,0,Why what happened?,4
hit:10373_conv:20747_uttr:2,0,In reference to what?,5
hit:10384_conv:20768_uttr:2,1,I'm a parent and I could never take money from my child.,14
hit:10412_conv:20825_uttr:2,1,eh not really.,4
hit:10413_conv:20827_uttr:2,1,Oh it's always sad when someone you care about leaves.,12
hit:10447_conv:20894_uttr:2,1,You must feel really bad.,6
hit:10473_conv:20947_uttr:2,0,Why do you need to go to the doctor?,10
hit:10480_conv:20961_uttr:2,1,That sounds very uncomfortable.,5
hit:10491_conv:20983_uttr:2,1,Oh I bet that was amazing!,7
hit:10493_conv:20987_uttr:2,1,"I totally understand, I hate carnival rides too, they always feel so rickety.",16
hit:10494_conv:20988_uttr:2,1,That sounds awful!,4
hit:10500_conv:21001_uttr:2,1,Did you get a warranty for the phone?,9
hit:10504_conv:21008_uttr:2,1,Congratulations!,2
hit:10524_conv:21049_uttr:2,1,I know a lot of people didn't have a mom like that.,14
hit:10531_conv:21062_uttr:2,1,"I usually love the trips down memory lane, but the sad side of it are the ones who are no longer around.",24
hit:10534_conv:21068_uttr:2,1,I know lying is sometimes beneficial in some situations.,10
hit:10540_conv:21081_uttr:2,1,hope you didn't get kicked too much!,9
hit:10565_conv:21131_uttr:2,0,Did you wait until the last minute to ask for time off?,13
hit:10568_conv:21137_uttr:2,1,Have you tried taking your dog to the vet?,10
hit:10572_conv:21144_uttr:2,1,A duck is just a toy that taste good to a dog.,13
hit:10594_conv:21189_uttr:2,1,Next time they should tell you instead of laughing!,10
hit:10611_conv:21223_uttr:2,1,The holidays are a great time for that sort of thing.,12
hit:10613_conv:21226_uttr:2,0,I hope you can have you applied or did you interview already?,13
hit:10620_conv:21241_uttr:2,1,Hopefully something better is coming along for you soon.,10
hit:10623_conv:21247_uttr:2,0,"Ah that always sucks, did she need to go out or is she sick or something?",18
hit:10633_conv:21267_uttr:2,0,What did you do?,5
hit:10637_conv:21274_uttr:2,0,Was it another boring day today?,7
hit:10638_conv:21276_uttr:2,1,tomorrow is always a new day,6
hit:10644_conv:21289_uttr:2,0,Yes I love animals and have 3 dogs right now.,11
hit:10653_conv:21306_uttr:2,0,"Aww, I am sorry, but I must say Pirate peanut butte cookies do sound good, did they help you feel any better?",26
hit:10657_conv:21314_uttr:2,1,Were you impressed?,4
hit:10664_conv:21329_uttr:2,0,"Oh no, they went on vacation without you??",11
hit:10669_conv:21338_uttr:2,1,"Oh no, I am so sorry to hear that.",11
hit:10672_conv:21344_uttr:2,0,You study hard?,4
hit:10673_conv:21346_uttr:2,0,"Oh no, have you talked to him about it?",11
hit:10677_conv:21354_uttr:2,1,"The world just seems right, being surrounded by your peers, all sharing similar goals.",17
hit:10678_conv:21356_uttr:2,1,"That is great, confidence is always a key in success!",12
hit:10681_conv:21363_uttr:2,1,I would have had a gag reflex if I saw some one puking at the bar.,17
hit:10687_conv:21374_uttr:2,1,I love that game!,5
hit:10692_conv:21384_uttr:2,1,Wow!,2
hit:10693_conv:21386_uttr:2,1,It happens sometimes.,4
hit:10694_conv:21388_uttr:2,1,I hate burger king!,5
hit:10697_conv:21394_uttr:2,0,Who?,2
hit:10698_conv:21396_uttr:2,1,It is not fun.,5
hit:10698_conv:21397_uttr:2,0,"Ooh, what kind of trick did she learn?",10
hit:10701_conv:21402_uttr:2,0,"Yeah, that was a surprising result.",8
hit:10702_conv:21405_uttr:2,1,it can be scary at times.,7
hit:10704_conv:21408_uttr:2,0,Life is always a lot better when the sun is shining.,12
hit:10705_conv:21410_uttr:2,0,That is good you have someone to share your happiness and problems with,13
hit:10706_conv:21412_uttr:2,1,where do you volunteer at?,6
hit:10707_conv:21415_uttr:2,0,what are those,3
hit:10708_conv:21416_uttr:2,1,That is excellent!,4
hit:10710_conv:21421_uttr:2,1,That must be nice.,5
hit:10714_conv:21428_uttr:2,0,That must feel good.,5
hit:10719_conv:21439_uttr:2,0,Wow thats completely unfair!,6
hit:10721_conv:21442_uttr:2,1,"Wow, lucky you.",5
hit:10723_conv:21447_uttr:2,1,Wow that is annoying.,5
hit:10724_conv:21449_uttr:2,0,Did you drink a lot of coffee when you were a child?,13
hit:10727_conv:21455_uttr:2,0,Well did you pass or did you fail?,9
hit:10733_conv:21467_uttr:2,0,I hope something good was on,6
hit:10735_conv:21471_uttr:2,1,Really?,2
hit:10744_conv:21488_uttr:2,1,I am sorry to hear that!,7
hit:10747_conv:21494_uttr:2,1,Never accept anything less!,5
hit:10747_conv:21495_uttr:2,0,"I can imagine how it feel,more so if its someone who never leaves his/her phone down.",21
hit:10752_conv:21504_uttr:2,0,"that's sounds amazing, you",6
hit:10752_conv:21505_uttr:2,1,I am still scared even though I am sort of successful now!,13
hit:10753_conv:21507_uttr:2,0,Have you always felt that way or have changed your view over time?,14
hit:10755_conv:21510_uttr:2,0,Yes I believe in you,5
hit:10758_conv:21517_uttr:2,1,what kind of promises?,5
hit:10761_conv:21523_uttr:2,1,That must've been pretty shocking,6
hit:10762_conv:21525_uttr:2,0,Who have you helped recently?,6
hit:10764_conv:21529_uttr:2,1,Sounds like a great friend!,6
hit:10765_conv:21530_uttr:2,1,good to know.,4
hit:10766_conv:21533_uttr:2,0,Did your mother find out?,6
hit:10770_conv:21540_uttr:2,1,The ONLY thing to do is to continue looking for trustworthy individuals.,13
hit:10771_conv:21542_uttr:2,1,"oh my god, did it take a lot of work?",12
hit:10771_conv:21543_uttr:2,1,I sit in front of my computer all day,9
hit:10786_conv:21572_uttr:2,1,Oh wow more responsibility!,5
hit:10787_conv:21574_uttr:2,0,thats a wonderful thing how long have you been married?,12
hit:10792_conv:21584_uttr:2,1,I hope your job is safe?,7
hit:10794_conv:21588_uttr:2,0,Why are you moving?,5
hit:10798_conv:21597_uttr:2,1,I know exactly how you feel since my family means the world to me as well.,17
hit:10801_conv:21603_uttr:2,0,Why do you find it hard to throw away old stuff,11
hit:10804_conv:21608_uttr:2,1,maybe next time try to not drink a lot so you can control yourself?,15
hit:10805_conv:21610_uttr:2,0,What are you going to do to change that?,10
hit:10805_conv:21611_uttr:2,0,What did you do to it?,7
hit:10806_conv:21612_uttr:2,1,I wish I could have heard your speech.,9
hit:10807_conv:21615_uttr:2,1,Or you're still waiting on the response?,9
hit:10812_conv:21624_uttr:2,1,Must have really brought back good memories.,8
hit:10812_conv:21625_uttr:2,1,Did anyone see?,4
hit:10814_conv:21629_uttr:2,0,How did it eventually go?,6
hit:10822_conv:21645_uttr:2,0,"Oh man, I would have moved out the next day.",12
hit:10825_conv:21650_uttr:2,1,May I ask what you did wrong?,8
hit:10829_conv:21658_uttr:2,0,did he find out?,5
hit:10830_conv:21661_uttr:2,1,"Ohhhh, that is so bad.",7
hit:10840_conv:21680_uttr:2,0,That is so lovely,4
hit:10860_conv:21721_uttr:2,1,Sounds wonderful!,3
hit:10861_conv:21723_uttr:2,0,"That's good, I love relaxing outside by a pool.",12
hit:10869_conv:21739_uttr:2,1,oh man dogs are crazy!,6
hit:10874_conv:21748_uttr:2,1,Did anything go wrong?,5
hit:10882_conv:21765_uttr:2,1,I have never heard monkeys howl.,7
hit:10883_conv:21766_uttr:2,1,good for you man!,5
hit:10892_conv:21785_uttr:2,1,That's great that they let you work in exchange for lessons.,13
hit:10893_conv:21786_uttr:2,1,Funny how that works!,5
hit:10908_conv:21816_uttr:2,0,"Aw, I know that must be hard having to take care of yourself so far from loved ones that you can depend on.",25
hit:10909_conv:21818_uttr:2,1,that's horrifying in high school!,7
hit:10912_conv:21825_uttr:2,0,"I completely agree, having complete control over your diet is amazing and has a ton of benefits",18
hit:10914_conv:21828_uttr:2,1,Did anyone get hurt?,5
hit:10915_conv:21831_uttr:2,1,Did everything work out?,5
hit:10916_conv:21832_uttr:2,1,Very nice.,3
hit:10921_conv:21842_uttr:2,1,I feel exactly the same way.,7
hit:10934_conv:21869_uttr:2,0,"I feel you, but at least it should be shorter than driving and the odds of a mishap are much lower than regular transportation.",26
hit:10937_conv:21874_uttr:2,1,Aw what a sham!,5
hit:10938_conv:21877_uttr:2,1,"Oh man, that is exciting!",7
hit:10942_conv:21885_uttr:2,0,You're lucky the cow didnt hurt you.,10
hit:10948_conv:21897_uttr:2,1,"That sounds great, I can remeber going fishing with my dad at that age.",16
hit:10953_conv:21906_uttr:2,1,It would be rough living on the streets.,9
hit:10953_conv:21907_uttr:2,1,That sounds fun!,4
hit:10959_conv:21919_uttr:2,0,"Oh wow, are you going to be in front of anyone important?",14
hit:10967_conv:21934_uttr:2,1,Thats good yall are friends though.,9
hit:10972_conv:21944_uttr:2,1,Usually it will let you know if something is wrong.,11
hit:10975_conv:21951_uttr:2,1,Oh man I want that too!,7
hit:10979_conv:21958_uttr:2,1,"Oh man, I can't stand barking dogs.",10
hit:10983_conv:21966_uttr:2,1,"Aw man, childhood is full of good memories!",10
hit:10990_conv:21980_uttr:2,0,what did you end up doing?,7
hit:10995_conv:21991_uttr:2,0,Did you get it?,5
hit:11009_conv:22018_uttr:2,1,You must have been relieved you were able to help.,11
hit:11028_conv:22057_uttr:2,1,i remember the lite brite toy.,7
hit:11045_conv:22090_uttr:2,0,That sounds very frustrating.,5
hit:11046_conv:22093_uttr:2,0,What happened?,3
hit:11054_conv:22108_uttr:2,1,Congrats!,2
hit:11106_conv:22212_uttr:2,0,What subject did you choose?,6
hit:11108_conv:22217_uttr:2,0,why was the officer yelling at her?,8
hit:11128_conv:22257_uttr:2,1,You must miss a lot of things.,8
hit:11130_conv:22260_uttr:2,1,"But at least you learned from the experience, right?",11
hit:11150_conv:22301_uttr:2,0,That must have been a very windy day!,9
hit:11151_conv:22302_uttr:2,0,I go to church every Sunday I love it.,10
hit:11164_conv:22329_uttr:2,1,I am so sorry that affects you.,8
hit:11165_conv:22330_uttr:2,1,Happy birthday.,3
hit:11168_conv:22336_uttr:2,1,Were you able to identify the kid?,8
hit:11171_conv:22342_uttr:2,1,I have never seen that trailer.,7
hit:11174_conv:22349_uttr:2,0,Are they twins?!,5
hit:11177_conv:22355_uttr:2,1,What happened?,3
hit:11178_conv:22356_uttr:2,1,Did she find out about it?,7
hit:11181_conv:22363_uttr:2,1,That sounds like a bit of work.,8
hit:11186_conv:22372_uttr:2,0,Was it a lot of fun?,7
hit:11189_conv:22378_uttr:2,0,Are you looking forward to it?,7
hit:11191_conv:22382_uttr:2,0,Why is that?,4
hit:11193_conv:22387_uttr:2,1,I can't play those kinds of games.,9
hit:11200_conv:22401_uttr:2,1,Oh my gosh that's insane.,7
hit:11209_conv:22418_uttr:2,1,You just need to be patient and continue trying.,10
hit:11232_conv:22465_uttr:2,1,Have confidence!,3
hit:11233_conv:22466_uttr:2,0,Did you spend a lot of the time on the project?,12
hit:11233_conv:22467_uttr:2,1,I like living alone.,5
hit:11235_conv:22470_uttr:2,1,"Oh I know, mine too!",7
hit:11239_conv:22479_uttr:2,1,Oh wow!,3
hit:11244_conv:22488_uttr:2,1,That sounds beautiful!,4
hit:11255_conv:22511_uttr:2,1,I've had similar experiences.,6
hit:11262_conv:22524_uttr:2,1,BBQ sounds so good right now!,7
hit:11276_conv:22552_uttr:2,1,I would be devastated.,5
hit:11280_conv:22560_uttr:2,0,Yeah I like going straight to the point too,9
hit:11285_conv:22570_uttr:2,1,I understand that completely!,5
hit:11302_conv:22605_uttr:2,1,I hate when that happens.,6
hit:11327_conv:22654_uttr:2,0,"That is very cute, the little one probably couldn't hold its bladder as long.",17
hit:11337_conv:22675_uttr:2,0,"lol, guess you were pretty hungry",7
