id,summarized,text,root,length
hit:2953_conv:5907_uttr:1,1,Yesterday I got my car washed.,get,7
hit:2954_conv:5909_uttr:1,0,I really miss being a kid,miss,6
hit:2956_conv:5913_uttr:1,1,It's going to be lit!,go,7
hit:2958_conv:5916_uttr:1,0,My friend bought a new mobile.,buy,7
hit:2963_conv:5926_uttr:1,0,Do you watch POWER?,watch,5
hit:2965_conv:5930_uttr:1,0,I just moced out of the city.,moce,8
hit:2966_conv:5932_uttr:1,0,I cooked a relly nice breakfast this morning,cook,8
hit:2970_conv:5940_uttr:1,0,This city has become so boring,become,6
hit:2970_conv:5941_uttr:1,0,My wife got a promotion yesterday!,get,7
hit:2971_conv:5943_uttr:1,0,My son recently graduated from high school.,graduate,8
hit:2972_conv:5945_uttr:1,0,I look forward to our family reunion every year.,look,10
hit:2973_conv:5947_uttr:1,0,I have worked so hard in school lately.,work,9
hit:2974_conv:5948_uttr:1,0,I cheated on my taxes last year.,cheat,8
hit:2976_conv:5952_uttr:1,1,I passed all of my classes last semester.,pass,9
hit:2977_conv:5954_uttr:1,1,Im a little nervous..,be,6
hit:2977_conv:5955_uttr:1,1,I'm leaving for college soon.,leave,7
hit:2980_conv:5961_uttr:1,1,I feel horrible.,feel,4
hit:2981_conv:5963_uttr:1,1,I went to visit my family for four weeks.,go,10
hit:2982_conv:5965_uttr:1,1,I am taking care of my mom now.,take,9
hit:2984_conv:5968_uttr:1,0,I love spending time and helping out my grandma,love,9
hit:2985_conv:5971_uttr:1,1,I stayed up all night studying.,stay,7
hit:2986_conv:5972_uttr:1,0,I hated being tagged in photos from the weekend,hate,9
hit:2987_conv:5974_uttr:1,1,I got 2 working arms and legs.,get,8
hit:2991_conv:5982_uttr:1,0,I get so envious of rich people,get,7
hit:2992_conv:5985_uttr:1,1,Going on roller coasters makes me so nervous.,make,9
hit:2993_conv:5987_uttr:1,0,MY daughter told me last night she wanted a guitar,tell,10
hit:2994_conv:5988_uttr:1,0,The best shows come on in the fall,come,8
hit:2995_conv:5990_uttr:1,0,I miss my ex boyfriend.,miss,6
hit:2998_conv:5997_uttr:1,1,Wish me luck.,wish,4
hit:2999_conv:5998_uttr:1,0,I think I'm going to get evicted.,think,9
hit:3001_conv:6003_uttr:1,0,I can't believe I became on of THOSE people,believe,10
hit:3002_conv:6005_uttr:1,0,I left my phone outside all night last night,leave,9
hit:3003_conv:6006_uttr:1,0,I can't wait for date night,wait,7
hit:3003_conv:6007_uttr:1,0,I am praying that I get the part,pray,8
hit:3005_conv:6010_uttr:1,0,My naeighbors are really getting on my nerves.,get,9
hit:3008_conv:6017_uttr:1,0,I get a break from the kids soon.,get,9
hit:3012_conv:6025_uttr:1,0,I can't wait to get on the road,wait,9
hit:3016_conv:6033_uttr:1,0,I lost my keys at a bar last night.,lose,10
hit:3017_conv:6035_uttr:1,1,I am waiting my exams results.,wait,7
hit:3019_conv:6038_uttr:1,1,My new foster dog finally run around last night.,run,10
hit:3024_conv:6048_uttr:1,0,hello how has your day been going,go,7
hit:3025_conv:6050_uttr:1,0,I couldn't believe I got flowers at work,believe,9
hit:3026_conv:6052_uttr:1,1,I am waiting my exams results.,wait,7
hit:3030_conv:6060_uttr:1,0,I was really hurt when my boyfriend moved away.,hurt,10
hit:3031_conv:6062_uttr:1,0,I get to babysit for my nephews,get,7
hit:3034_conv:6068_uttr:1,0,I was pretty shaken up from the scary movie,shake,9
hit:3039_conv:6078_uttr:1,0,I will never give up on my family,give,8
hit:3041_conv:6083_uttr:1,0,My aunt died.,die,4
hit:3052_conv:6105_uttr:1,0,My pants feel down while at church today.,feel,9
hit:3057_conv:6114_uttr:1,0,It really bugs me when telemarketers call my house.,bug,10
hit:3057_conv:6115_uttr:1,0,I am looking forward to going boating this weekend,look,9
hit:3060_conv:6121_uttr:1,1,Saw this lttle old lady working at a Costco.,see,10
hit:3064_conv:6128_uttr:1,1,Some stranger paid for it without me even asking.,pay,10
hit:3067_conv:6135_uttr:1,1,I think it's ready for the writing competition.,think,10
hit:3072_conv:6145_uttr:1,1,I felt so stupid.,feel,5
hit:3073_conv:6147_uttr:1,1,I flipped my truck multiple times in a ditch.,flip,10
hit:3074_conv:6148_uttr:1,1,This new Korean barbeque place just opened up.,open,9
hit:3076_conv:6152_uttr:1,1,Turns out they're worth 20k now.,turn,8
hit:3076_conv:6153_uttr:1,0,We just found out my cat has cancer.,find,9
hit:3078_conv:6156_uttr:1,1,Haven't seen the dude in years.,see,8
hit:3084_conv:6168_uttr:1,1,Heard some great reviews.,hear,5
hit:3085_conv:6170_uttr:1,1,Came home to absolutely no one.,come,7
hit:3088_conv:6176_uttr:1,1,Going to the lake after work.,go,7
hit:3090_conv:6180_uttr:1,0,My new girlfriend knows how to shoot a bow.,know,10
hit:3092_conv:6185_uttr:1,0,I'm babysitting my brother's dog in 2 weeks,babysitte,10
hit:3094_conv:6188_uttr:1,1,Going to New York with some friends next weekend.,go,10
hit:3102_conv:6205_uttr:1,1,I can finaly enjoy my job with peaceful mind.,enjoy,10
hit:3103_conv:6207_uttr:1,1,I really enjoy looking after defenseless animals.,enjoy,8
hit:3104_conv:6209_uttr:1,1,My cat threw up a hairball on bed yesterday.,throw,10
hit:3106_conv:6212_uttr:1,1,I miss my childhood friends.,miss,6
hit:3109_conv:6218_uttr:1,0,I bought so many groceries today.,buy,7
hit:3110_conv:6221_uttr:1,0,I am going to a party this weekend,go,8
hit:3111_conv:6222_uttr:1,1,My grandma didn't make my oatmeal right yesterday.,make,10
hit:3115_conv:6230_uttr:1,0,I swore off fast food this month.,swear,8
hit:3116_conv:6232_uttr:1,0,My co-worker won the lottery.,win,8
hit:3116_conv:6233_uttr:1,0,My son moved out on his own last year.,move,10
hit:3117_conv:6234_uttr:1,0,My son is finally using the potty.,use,8
hit:3120_conv:6240_uttr:1,0,I am taking the drivers test on Monday.,take,9
hit:3121_conv:6243_uttr:1,0,I'm leaving for college soon,leave,6
hit:3122_conv:6245_uttr:1,0,I went to this new restaurant and it wasa amazing,go,10
hit:3123_conv:6247_uttr:1,0,I miss being a kid.,miss,6
hit:3130_conv:6260_uttr:1,0,My refrigerator broke today.,break,5
hit:3134_conv:6269_uttr:1,1,Even if you disagree.,disagree,5
hit:3137_conv:6274_uttr:1,0,I miss my ex,miss,4
hit:3138_conv:6277_uttr:1,0,I broke my phone today.,break,6
hit:3140_conv:6280_uttr:1,0,I applied for a new job last week.,apply,9
hit:3143_conv:6286_uttr:1,0,MY daughter stayed home while I ran errands today,stay,9
hit:3146_conv:6292_uttr:1,0,My ex flaked on me again today.,flake,8
hit:3152_conv:6305_uttr:1,0,I couldn't believe my friend started working with me,believe,10
hit:3155_conv:6311_uttr:1,1,"Feels bad, man.",feel,5
hit:3158_conv:6316_uttr:1,1,Friends threw me a surprise party at work yesterday.,throw,10
hit:3168_conv:6337_uttr:1,0,I threw up all over the bus yesterday.,throw,9
hit:3169_conv:6339_uttr:1,0,wishing that he would call me,wish,6
hit:3175_conv:6350_uttr:1,1,Never felt so prepared in my life.,feel,8
hit:3175_conv:6351_uttr:1,1,It really brought back some memories.,bring,7
hit:3178_conv:6356_uttr:1,0,I am feeling uneasy about going to court,feel,8
hit:3178_conv:6357_uttr:1,1,I feel bad afterward.,feel,5
hit:3182_conv:6364_uttr:1,0,My sister and I went through some old pictures,go,9
hit:3183_conv:6367_uttr:1,0,last week i felt all alone when the family left,feel,10
hit:3184_conv:6368_uttr:1,0,My turtle ran away from me today.,run,8
hit:3185_conv:6371_uttr:1,0,I was just released from the hospital yesterday.,release,9
hit:3187_conv:6374_uttr:1,0,My dog pooped on the carpet yesterday.,poope,8
hit:3187_conv:6375_uttr:1,0,This bird chased my cat on our walk,chase,8
hit:3188_conv:6377_uttr:1,0,My sister who was my best friend passed away.,pass,10
hit:3192_conv:6385_uttr:1,1,Passed by my old classroom.,pass,6
hit:3195_conv:6390_uttr:1,1,I studied hard,study,3
hit:3197_conv:6394_uttr:1,0,Nothing scares me more than a snake.,scare,8
hit:3200_conv:6400_uttr:1,0,My friend is having his first baby!,have,8
hit:3200_conv:6401_uttr:1,1,I got an A in my online class.,get,9
hit:3202_conv:6404_uttr:1,1,I knew I should have done better,know,7
hit:3203_conv:6407_uttr:1,0,Clown movies scare me.,scare,5
hit:3209_conv:6419_uttr:1,0,i loved watching my sisters dog the other day,love,9
hit:3210_conv:6421_uttr:1,1,Going camping next weekend.,go,5
hit:3211_conv:6422_uttr:1,0,I have started to makes schedules for myself everyday,start,9
hit:3211_conv:6423_uttr:1,1,My favorite store is going through some tough times.,go,10
hit:3212_conv:6424_uttr:1,0,I just got cable installed,get,5
hit:3214_conv:6428_uttr:1,0,i loved it when i watched my sisters dog,love,9
hit:3214_conv:6429_uttr:1,0,A girl was actually hitting on me.,hit,8
hit:3215_conv:6430_uttr:1,1,I watched my daughter be born this morning.,watch,9
hit:3217_conv:6435_uttr:1,1,Someone broke a window in my side yard today.,break,10
hit:3219_conv:6438_uttr:1,1,I had studied all week hard,study,6
hit:3220_conv:6440_uttr:1,0,I keep everything my kids make,keep,6
hit:3226_conv:6452_uttr:1,1,I knew no one,know,4
hit:3229_conv:6459_uttr:1,0,A possom was waiting outside my door.,wait,8
hit:3231_conv:6462_uttr:1,1,I could have done more,do,5
hit:3239_conv:6479_uttr:1,0,I got all the classes I wanted this semester,get,9
hit:3240_conv:6481_uttr:1,0,Sometimes I just love sitting around doing nothing,love,8
hit:3242_conv:6485_uttr:1,0,I went to an Italian restaurant for dinner earlier.,go,10
hit:3245_conv:6491_uttr:1,0,MY children are making me mad,make,6
hit:3248_conv:6496_uttr:1,1,I'm going water skiing next weekend.,go,8
hit:3250_conv:6501_uttr:1,1,ended up getting a pizza from Costco.,end,8
hit:3251_conv:6502_uttr:1,0,I let my friend borrow my car today,let,8
hit:3254_conv:6508_uttr:1,1,I won a year of unlimited pizza.,win,8
hit:3255_conv:6511_uttr:1,0,My friends are always flaking on me,flake,7
hit:3256_conv:6512_uttr:1,1,I hope my favorite band gets so far,hope,8
hit:3256_conv:6513_uttr:1,0,The other day I accidentally stepped in dog feces.,step,10
hit:3258_conv:6517_uttr:1,0,My new laptop is being delivered Monday,deliver,7
hit:3259_conv:6519_uttr:1,0,"Next week, I am going to Las Vegas!",go,10
hit:3264_conv:6528_uttr:1,0,I bought my parents a new car last week.,buy,10
hit:3265_conv:6531_uttr:1,0,I can't wait for this weekend,wait,7
hit:3268_conv:6536_uttr:1,0,I feel very happy right now.,feel,7
hit:3274_conv:6549_uttr:1,0,My husband thinks we should have another baby.,think,9
hit:3275_conv:6551_uttr:1,0,"Last week, I saw a ghost outside!",see,9
hit:3276_conv:6552_uttr:1,0,"Last week, I felt very inclined.",feel,8
hit:3277_conv:6554_uttr:1,0,Today I saw a person screaming at a puppy.,see,10
hit:3278_conv:6556_uttr:1,0,I am feeling disappointed with myself.,feel,7
hit:3279_conv:6559_uttr:1,0,My friend just bought a mansion.,buy,7
hit:3280_conv:6561_uttr:1,0,"Last year, I felt very nostalgic.",feel,8
hit:3282_conv:6564_uttr:1,0,My dog isn't feeling well,feel,6
hit:3282_conv:6565_uttr:1,0,I saw a scary movie last night.,see,8
hit:3284_conv:6569_uttr:1,0,I feel so alone these days.,feel,7
hit:3290_conv:6581_uttr:1,0,I can't believe I am allergic to cats.,believe,10
hit:3291_conv:6582_uttr:1,0,I always watch the news at 7pm,watch,8
hit:3291_conv:6583_uttr:1,0,I stole money from the church collection plate.,steal,9
hit:3294_conv:6589_uttr:1,0,My friend always interrupts me when I talk.,interrupt,9
hit:3295_conv:6591_uttr:1,0,I deeply love my wife,love,5
hit:3297_conv:6594_uttr:1,0,I can not believe my dad was fired.,believe,9
hit:3297_conv:6595_uttr:1,0,I am feeling very at peace today.,feel,8
hit:3299_conv:6599_uttr:1,0,I go by myself on vacation.,go,7
hit:3300_conv:6601_uttr:1,0,The other day I stole my neighbors mail.,steal,9
hit:3301_conv:6602_uttr:1,0,My son just finished high school.,finish,7
hit:3304_conv:6608_uttr:1,0,I got demoted at work this past week.,demote,9
hit:3304_conv:6609_uttr:1,0,I stole from my wife.,steal,6
hit:3305_conv:6610_uttr:1,0,My son said his first words the other day/,say,9
hit:3307_conv:6614_uttr:1,0,I dumped my girlfriend yesterday for no reason.,dump,9
hit:3310_conv:6621_uttr:1,0,I got dumped by my girlfriend recently.,dump,8
hit:3311_conv:6622_uttr:1,0,I took an exam last week for college.,take,9
hit:3314_conv:6628_uttr:1,0,I can't believe I forgot my girlfriends name.,believe,10
hit:3317_conv:6634_uttr:1,0,I love the new Tesla.,love,6
hit:3319_conv:6638_uttr:1,0,I know I will win gold at the Olympics.,know,10
hit:3319_conv:6639_uttr:1,0,My boss just bought a brand new Range Rover.,buy,10
hit:3322_conv:6644_uttr:1,0,I wish I was tall like Lebron James.,wish,9
hit:3322_conv:6645_uttr:1,0,My Venus Fly-trap plant died yesterday.,die,9
hit:3323_conv:6646_uttr:1,1,I hope my manager would notice and promote me,hope,9
hit:3323_conv:6647_uttr:1,0,My son finally graduated high school.,graduate,7
hit:3325_conv:6650_uttr:1,0,I lost my wallet at work today.,lose,8
hit:3327_conv:6655_uttr:1,0,i stayed in watching netflix last night for hours.,stay,10
hit:3330_conv:6660_uttr:1,0,I took a candy bar from a child yesterday.,take,10
hit:3332_conv:6664_uttr:1,0,I got pulled over by the police today.,pull,9
hit:3333_conv:6666_uttr:1,0,A dragonfly was chasing me earlier this afternoon.,chase,9
hit:3334_conv:6668_uttr:1,1,I think I'm ready!,think,6
hit:3334_conv:6669_uttr:1,0,"i cut a guy off in traffic today,",cut,9
hit:3335_conv:6671_uttr:1,0,My vehicle was involved in a crash,involve,7
hit:3337_conv:6674_uttr:1,1,It feels awesome to be appreciated,feel,6
hit:3339_conv:6678_uttr:1,0,my friend got a massive scholarship last year,get,8
hit:3346_conv:6692_uttr:1,1,I seem to hit things a lot.,seem,8
hit:3348_conv:6696_uttr:1,0,I miss my father so much.,miss,7
hit:3354_conv:6708_uttr:1,0,I am feeling very good this week.,feel,8
hit:3355_conv:6711_uttr:1,0,Sometimes social situations make me so uncomfortable.,make,8
hit:3360_conv:6720_uttr:1,0,She bought me a wrist watch,buy,6
hit:3364_conv:6728_uttr:1,0,I never knew her before,know,5
hit:3366_conv:6733_uttr:1,0,My favorite childhood TV show came on last night,come,9
hit:3369_conv:6738_uttr:1,1,I entered an art exhibition recently.,enter,7
hit:3369_conv:6739_uttr:1,1,Someone broke my window with a soccer ball.,break,9
hit:3372_conv:6745_uttr:1,1,I felt totally destroyed.,destroy,5
hit:3379_conv:6758_uttr:1,1,I felt so bad.,feel,5
hit:3384_conv:6768_uttr:1,1,I spent a long day planting the garden.,spend,9
hit:3384_conv:6769_uttr:1,0,I often think back about my younger years.,think,9
hit:3385_conv:6771_uttr:1,1,"Yesterday, someone took the bus without paying.",take,9
hit:3388_conv:6776_uttr:1,1,Trump behavior make me so angry.,make,7
hit:3400_conv:6800_uttr:1,1,I was nervous going to jury duty.,go,8
hit:3409_conv:6818_uttr:1,1,We practice well all week,practice,5
hit:3415_conv:6830_uttr:1,1,I still feel bad about it.,feel,7
hit:3417_conv:6835_uttr:1,1,My girlfriend and I are getting married!,marry,8
hit:3421_conv:6842_uttr:1,1,I could have done better,do,5
hit:3422_conv:6844_uttr:1,1,My hard work paid off!,pay,6
hit:3425_conv:6850_uttr:1,0,My favorite soccer team just lost their cup final.,lose,10
hit:3432_conv:6864_uttr:1,1,I am having my first car tomorrow.,have,8
hit:3432_conv:6865_uttr:1,1,I missed having family around.,miss,6
hit:3435_conv:6870_uttr:1,0,I felt bad when i noticed our dog went missing,feel,10
hit:3436_conv:6873_uttr:1,0,how do feel when you fail,feel,6
hit:3444_conv:6888_uttr:1,1,I almost threw up.,throw,5
hit:3460_conv:6921_uttr:1,1,I wish I could afford those things!,wish,8
hit:3462_conv:6925_uttr:1,0,i hope i win the lottery this week!,hope,9
hit:3475_conv:6950_uttr:1,1,Great UFC fights last night.,fight,6
hit:3477_conv:6954_uttr:1,1,Things in my life have just been going perfectly.,go,10
hit:3480_conv:6960_uttr:1,0,My dog just threw up.,throw,6
hit:3485_conv:6971_uttr:1,0,Buying some new clothes and packing,buy,6
hit:3497_conv:6994_uttr:1,0,I got a invite to go camping next weekend.,get,10
hit:3498_conv:6996_uttr:1,1,Feeling a little uneasy..,feel,5
hit:3511_conv:7022_uttr:1,1,Everytime I take my kids to the pool.,take,9
hit:3520_conv:7041_uttr:1,1,My blood is boiling still.,boil,6
hit:3533_conv:7067_uttr:1,0,i felt all alone the other day,feel,7
hit:3540_conv:7081_uttr:1,0,miracle happens when you went to world wonder places,happen,9
hit:3542_conv:7084_uttr:1,0,I dropped my laptop and broke it.,drop,8
hit:3548_conv:7097_uttr:1,0,Did you watch the UFC fights last night,watch,8
hit:3550_conv:7101_uttr:1,1,I am going on a vacation tomorrow!,go,8
hit:3561_conv:7123_uttr:1,1,I hope they call me back!,hope,7
hit:3563_conv:7126_uttr:1,1,Driving sometimes gets me very nervous.,get,7
hit:3569_conv:7139_uttr:1,1,Waiting on a large refund for the GAp insurance!,wait,10
hit:3573_conv:7147_uttr:1,1,It makes everything so difficult...,make,6
hit:3587_conv:7175_uttr:1,0,I finally got my CCNA certification.,get,7
hit:3599_conv:7198_uttr:1,0,I get to take Monday off!,get,7
hit:3606_conv:7213_uttr:1,1,I participate in crossfit competitions.,participate,6
hit:3612_conv:7225_uttr:1,1,I always try to put myself before my dogs.,try,10
hit:3618_conv:7236_uttr:1,0,I miss my old house in Orlando,miss,7
hit:3620_conv:7240_uttr:1,1,I became friends with a girl in college.,become,9
hit:3621_conv:7243_uttr:1,1,I hate seeing my best friend depressed.,hate,8
hit:3627_conv:7254_uttr:1,0,I am feeling a blue wave coming in november.,feel,10
hit:3628_conv:7256_uttr:1,0,"My neighbor died in a car crash.""",die,9
hit:3630_conv:7261_uttr:1,0,I am going to the music concert this weekend!,go,10
hit:3632_conv:7264_uttr:1,1,Seeing nice cars on the road inspires me.,inspire,9
hit:3640_conv:7280_uttr:1,0,I found out my wife is pregnant today!,find,9
hit:3649_conv:7298_uttr:1,0,Someone broke the headlight on my truck.,break,8
hit:3650_conv:7300_uttr:1,1,Someone broke and ran into my mailbox this morning.,break,10
hit:3663_conv:7327_uttr:1,0,Do you like to drink the coffee drinks?,like,9
hit:3665_conv:7331_uttr:1,1,Brought back so many memories.,bring,6
hit:3666_conv:7332_uttr:1,1,I feel like our relationship is on another level!,feel,10
hit:3666_conv:7333_uttr:1,0,"Hi friend, how is your day going today?",go,10
hit:3667_conv:7335_uttr:1,1,This morning I ran over my neighbors mail box.,run,10
hit:3669_conv:7339_uttr:1,1,I will learn the gender today!,learn,7
hit:3670_conv:7341_uttr:1,1,I forgot the make my credit card payment yesterday.,forget,10
hit:3676_conv:7352_uttr:1,0,I just heard there was an earthquake in Indonesia.,hear,10
hit:3683_conv:7367_uttr:1,0,I have been feeling so alone lately :(,feel,8
hit:3684_conv:7368_uttr:1,1,I guess I was very clumsy that day.,guess,9
hit:3690_conv:7380_uttr:1,1,I work with high school dropouts.,work,7
hit:3693_conv:7386_uttr:1,0,I need some advice on if I should say something,need,10
hit:3697_conv:7394_uttr:1,1,Someone ended up paying for my bus ride!,end,9
hit:3700_conv:7401_uttr:1,1,I met this really hot guy on Live Chat.,meet,10
hit:3711_conv:7422_uttr:1,1,My dog has been having health issues.,have,8
hit:3717_conv:7434_uttr:1,1,I love looking after my grandma!,love,7
hit:3718_conv:7437_uttr:1,1,I was watching the World Cup on TV recently.,watch,10
hit:3719_conv:7438_uttr:1,1,I am going to my home town today.,go,9
hit:3723_conv:7447_uttr:1,1,I try and visit my grandmother every weekend.,try,9
hit:3728_conv:7457_uttr:1,1,I heard a loud crack from the batter.,hear,9
hit:3729_conv:7458_uttr:1,1,I found out my neighbor is a satan worshiper.,find,10
hit:3732_conv:7465_uttr:1,1,I bought a lottery ticket a few days ago.,buy,10
hit:3734_conv:7468_uttr:1,0,I am waiting for this storm to approach,wait,8
hit:3735_conv:7470_uttr:1,1,Yesterday my hamster passed away.,pass,6
hit:3751_conv:7502_uttr:1,0,I just made a new friend.,make,7
hit:3753_conv:7506_uttr:1,1,I feel so gratified and rewarded right now.,feel,9
hit:3754_conv:7508_uttr:1,1,I was eating at my favorite Chinese restaurant recently.,eat,10
hit:3757_conv:7514_uttr:1,1,They claimed it was due to downsizing.,claim,8
hit:3759_conv:7518_uttr:1,1,I went to work with two different shoes!,go,9
hit:3762_conv:7525_uttr:1,1,I played it for two days straight.,play,8
hit:3773_conv:7546_uttr:1,1,I waited for two weeks for my final grades.,wait,10
hit:3782_conv:7565_uttr:1,1,The coyotes make scary noises.,make,6
hit:3787_conv:7574_uttr:1,1,I really do not like doctors.,like,7
hit:3796_conv:7592_uttr:1,0,Have you watched 2018 fifa world cup final?,watch,9
hit:3800_conv:7600_uttr:1,0,I went to the Disney land last summer,go,8
hit:3803_conv:7606_uttr:1,1,I lived carefree and oblivious to challenges.,live,8
hit:3804_conv:7609_uttr:1,0,i was exposed to lice at work,expose,7
hit:3814_conv:7628_uttr:1,1,my husband started doing online work.,start,7
hit:3825_conv:7650_uttr:1,1,I just felt lost,feel,4
hit:3838_conv:7676_uttr:1,0,Once I fell asleep and peed my pants in class,fall,10
hit:3852_conv:7705_uttr:1,0,Once I accidentally farted very loud in school.,fart,9
hit:3857_conv:7714_uttr:1,1,"I saw so many dogs and oddly enough, cats",see,10
hit:3860_conv:7720_uttr:1,0,I have applied to 5 different colleges this year.,apply,10
hit:3880_conv:7761_uttr:1,1,My wife got into med school.,get,7
hit:3884_conv:7768_uttr:1,1,I thought I would do better,think,6
hit:3888_conv:7777_uttr:1,0,My local store stopped carrying my favorite spring rolls.,stop,10
hit:3891_conv:7783_uttr:1,0,I quit my job last week,quit,6
hit:3896_conv:7792_uttr:1,1,It is going to be fun,go,6
hit:3898_conv:7797_uttr:1,1,I loved that class,love,4
hit:3900_conv:7801_uttr:1,0,MY sister always borrows money from me.,borrow,8
hit:3903_conv:7807_uttr:1,0,I went thrift shopping for the first time today,go,9
hit:3905_conv:7810_uttr:1,0,Someone cut me off in traffic the other day.,cut,10
hit:3908_conv:7816_uttr:1,1,I feel great.,feel,4
hit:3908_conv:7817_uttr:1,0,i cant wait to get my next paycheck,wait,9
hit:3910_conv:7820_uttr:1,0,I know I'm going to get fired tomorrow.,know,10
hit:3910_conv:7821_uttr:1,1,I could not wait to start school last semester.,wait,10
hit:3911_conv:7822_uttr:1,0,MY daughter is joing the band this year,joe,8
hit:3912_conv:7825_uttr:1,1,I get nostalgic when I hear Elvis.,get,8
hit:3915_conv:7830_uttr:1,1,I just felt right,feel,4
hit:3916_conv:7833_uttr:1,0,i cant wait for this friday!,wait,8
hit:3918_conv:7837_uttr:1,1,I studied all week,study,4
hit:3923_conv:7846_uttr:1,0,i trusted my brother the other day and regret it,trust,10
hit:3935_conv:7871_uttr:1,1,I felt alone last week.,feel,6
hit:3939_conv:7878_uttr:1,0,MY friend just got engaged.,engage,6
hit:3940_conv:7880_uttr:1,1,All that hard work before hand really paid off!,pay,10
hit:3943_conv:7886_uttr:1,1,I felt like a rat,feel,5
hit:3946_conv:7892_uttr:1,0,I think my life is pretty good right now.,think,10
hit:3947_conv:7894_uttr:1,1,It makes me want one,make,5
hit:3953_conv:7907_uttr:1,1,No one expected it,expect,4
hit:3954_conv:7908_uttr:1,1,My mom cheated on my dad!!,cheat,8
hit:3955_conv:7911_uttr:1,1,Crushing.,crush,2
hit:3956_conv:7913_uttr:1,1,"One night, I was abducted by aliens.",abduct,9
hit:3959_conv:7919_uttr:1,0,My friend just got back with her ex AGAIN,get,9
hit:3961_conv:7922_uttr:1,0,I lost my ipad the othe day,lose,7
hit:3964_conv:7928_uttr:1,1,My friend bought me dinner tonight.,buy,7
hit:3965_conv:7930_uttr:1,0,My daughter showed me a poem she wrote earlier today,show,10
hit:3967_conv:7935_uttr:1,1,I recently got a job with better pay.,get,9
hit:3969_conv:7938_uttr:1,1,My daughter got straight As all year long!,get,9
hit:3970_conv:7941_uttr:1,1,I read this amazing book.,read,6
hit:3972_conv:7945_uttr:1,1,I knew I was going to get this job.,know,10
hit:3976_conv:7953_uttr:1,0,Someone just stole my car.,steal,6
hit:3977_conv:7955_uttr:1,0,I have really gotten into that show Power.,get,9
hit:3980_conv:7960_uttr:1,1,We were going to see some new breweries,go,8
hit:3991_conv:7982_uttr:1,1,I stole money from my mom's purse.,steal,9
hit:4007_conv:8015_uttr:1,1,I'm missing my youthful vigor.,miss,7
hit:4008_conv:8016_uttr:1,1,What's going on on Friday?,go,7
hit:4018_conv:8036_uttr:1,1,Did you know Double Dare came back?,know,8
hit:4019_conv:8039_uttr:1,1,I found an old box of photos today.,find,9
hit:4021_conv:8043_uttr:1,1,Starting to get better at jogging.,start,7
hit:4026_conv:8052_uttr:1,1,My neighbors are still shooting off fireworks at night.,shoot,10
hit:4034_conv:8068_uttr:1,1,My pet ferret Fuzzy died the other day.,die,9
hit:4035_conv:8070_uttr:1,1,I jumped and ran back inside,jump,6
hit:4039_conv:8078_uttr:1,1,I have done my grocery yesterday.,do,7
hit:4051_conv:8102_uttr:1,1,It seems that during that period life was easier.,seem,10
hit:4064_conv:8129_uttr:1,1,One time I bought a five dollar lottery ticket.,buy,10
hit:4065_conv:8130_uttr:1,1,seeing your love one dying frightened me.,see,8
hit:4066_conv:8132_uttr:1,1,I fell for my ex again.,fall,7
hit:4069_conv:8139_uttr:1,0,My daughter is graduating from medical school this month.,graduate,10
hit:4080_conv:8160_uttr:1,0,MY neighbors have been moving in for a month,move,9
hit:4080_conv:8161_uttr:1,1,I recently got into watching golf on TV.,get,9
hit:4081_conv:8162_uttr:1,0,I ave the worst mailman,ave,5
hit:4086_conv:8172_uttr:1,0,I lost a lot of money at the casino,lose,9
hit:4091_conv:8182_uttr:1,0,I miss my old house in Orlando,miss,7
hit:4092_conv:8184_uttr:1,0,I feel so alone these days,feel,6
hit:4094_conv:8188_uttr:1,0,MY son stayed over a friends house las week,stay,9
hit:4097_conv:8195_uttr:1,0,My little brother just got into college!,get,8
hit:4102_conv:8204_uttr:1,0,"Hello, have you ever used a robot before?",use,10
hit:4109_conv:8218_uttr:1,1,My duck is getting on my nerves a bit.,get,10
hit:4110_conv:8221_uttr:1,0,I read a horror story last night.,read,8
hit:4115_conv:8230_uttr:1,0,I won a trip to disneyland.,win,7
hit:4119_conv:8238_uttr:1,0,I am feeling trepidation about payday this week.,feel,9
hit:4124_conv:8249_uttr:1,0,I almost stepped on a snake today.,step,8
hit:4126_conv:8252_uttr:1,0,I just moved by myself to Spain to study.,move,10
hit:4130_conv:8261_uttr:1,0,I feel really glad I have money saved up.,feel,10
hit:4131_conv:8263_uttr:1,0,I need an extension on my rent this month.,need,10
hit:4133_conv:8267_uttr:1,0,The year at school is going to be great!,go,10
hit:4137_conv:8274_uttr:1,0,I miss when my toddlers were little tiny babies.,miss,10
hit:4141_conv:8282_uttr:1,1,I really love going to the range,love,7
hit:4142_conv:8285_uttr:1,0,My wife is thinking about divorcing me.,think,8
hit:4146_conv:8292_uttr:1,0,I made a surprise visit to my grandma home.,make,10
hit:4148_conv:8297_uttr:1,0,I always forget my password on websites,forget,7
hit:4151_conv:8302_uttr:1,1,Feeling strange about payday.,feel,5
hit:4152_conv:8304_uttr:1,0,I got angry with my superior.,get,7
hit:4153_conv:8307_uttr:1,0,I recently lost some weight.,lose,6
hit:4155_conv:8310_uttr:1,1,I was really looking forward to our night out.,look,10
hit:4161_conv:8322_uttr:1,0,I was missing my family back home.,miss,8
hit:4162_conv:8325_uttr:1,0,They're buying everyone shakes today at work.,buy,9
